Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score,Country_Grouped,Academic_Harm_Binary,Mental_Health_Harm_Component,Sleep_Harm_Component,Conflict_Harm_Component,Addiction_Harm_Component,Harm_Index,Harm_Index_100,Cluster_ID,Persona
150,21,Female,Graduate,Pakistan,4.4,Instagram,Yes,7.2,5,In Relationship,4,8,Pakistan,1,5,0.7999999999999998,4,8,0.7850510832278007,72.35797349852524,2,The Social Warrior
151,19,Male,Undergraduate,Sri Lanka,4.9,TikTok,Yes,4.9,6,Single,3,7,Sri Lanka,1,4,3.0999999999999996,3,7,0.579611769466523,67.64086381073028,2,The Social Warrior
152,20,Female,Undergraduate,Maldives,3.6,Instagram,No,8.4,8,In Relationship,2,5,Maldives,0,2,-0.40000000000000036,2,5,-1.1831868474206544,27.165093710502365,3,The Balanced User
153,22,Male,Graduate,Bangladesh,4.3,Facebook,Yes,7.3,5,Single,4,8,Bangladesh,1,5,0.7000000000000002,4,8,0.7650825877297097,71.89947516225165,2,The Social Warrior
154,21,Female,Graduate,India,4.8,Instagram,Yes,4.8,6,In Relationship,3,7,India,1,4,3.2,3,7,0.5995802649646141,68.09936214700389,2,The Social Warrior
155,19,Male,Undergraduate,Nepal,3.5,TikTok,No,8.5,7,Single,2,5,Nepal,0,3,-0.5,2,5,-0.9703307099609368,32.05250172280026,1,The Quiet Addict
156,20,Female,Undergraduate,Pakistan,4.2,Instagram,Yes,7.4,5,In Relationship,4,8,Pakistan,1,5,0.5999999999999996,4,8,0.7451140922316187,71.44097682597805,2,The Social Warrior
157,22,Male,Graduate,Sri Lanka,4.7,Facebook,Yes,4.7,6,Single,3,7,Sri Lanka,1,4,3.3,3,7,0.619548760462705,68.55786048327748,2,The Social Warrior
158,21,Female,Graduate,Maldives,3.4,Instagram,No,8.6,8,In Relationship,2,5,Maldives,0,2,-0.5999999999999996,2,5,-1.2231238384168364,26.24809703795517,3,The Balanced User
159,19,Male,Undergraduate,Bangladesh,4.1,TikTok,Yes,7.5,5,Single,4,8,Bangladesh,1,5,0.5,4,8,0.7251455967335277,70.98247848970446,2,The Social Warrior
160,20,Female,Undergraduate,India,4.6,Instagram,Yes,4.6,6,In Relationship,3,7,India,1,4,3.4000000000000004,3,7,0.6395172559607961,69.01635881955107,2,The Social Warrior
161,19,Female,Undergraduate,Bangladesh,5.3,Instagram,Yes,6.1,5,Single,3,7,Bangladesh,1,5,1.9000000000000004,3,7,0.5728144564472399,67.48479012401862,2,The Social Warrior
162,21,Male,Graduate,India,4.8,Facebook,No,7.2,7,In Relationship,2,6,India,0,3,0.7999999999999998,2,6,-0.54437833720694,41.832830654349905,1,The Quiet Addict
163,20,Female,Undergraduate,Nepal,5.5,TikTok,Yes,5.9,6,Single,4,8,Nepal,1,4,2.0999999999999996,4,8,0.8118168917451749,72.97254552151048,0,The Doomscroller
164,22,Male,Graduate,Pakistan,4.7,Instagram,Yes,6.3,5,In Relationship,3,7,Pakistan,1,5,1.7000000000000002,3,7,0.5328774654510579,66.56779345147143,2,The Social Warrior
165,19,Female,Undergraduate,Sri Lanka,5.1,Facebook,No,7.0,7,Single,2,5,Sri Lanka,0,3,1.0,2,5,-0.670803277489572,38.9299767669042,1,The Quiet Addict
166,21,Male,Graduate,Maldives,5.4,TikTok,Yes,6.0,6,In Relationship,4,8,Maldives,1,4,2.0,4,8,0.791848396247084,72.51404718523689,0,The Doomscroller
167,20,Female,Undergraduate,Bangladesh,4.9,Instagram,Yes,6.4,5,Single,3,7,Bangladesh,1,5,1.5999999999999996,3,7,0.5129089699529668,66.10929511519782,2,The Social Warrior
168,22,Male,Graduate,India,5.2,Facebook,No,7.1,7,In Relationship,2,6,India,0,3,0.9000000000000004,2,6,-0.5244098417088489,42.291328990623505,1,The Quiet Addict
169,19,Female,Undergraduate,Nepal,5.6,TikTok,Yes,5.8,6,Single,4,8,Nepal,1,4,2.2,4,8,0.831785387243266,73.43104385778409,0,The Doomscroller
170,21,Male,Graduate,Pakistan,4.6,Instagram,Yes,6.5,5,In Relationship,3,7,Pakistan,1,5,1.5,3,7,0.4929404744548759,65.65079677892423,2,The Social Warrior
171,20,Female,Undergraduate,Sri Lanka,5.0,Facebook,No,7.3,7,Single,2,5,Sri Lanka,0,3,0.7000000000000002,2,5,-0.730708763983845,37.554481758083405,1,The Quiet Addict
172,22,Male,Graduate,Maldives,5.3,TikTok,Yes,5.7,6,In Relationship,4,8,Maldives,1,4,2.3,4,8,0.8517538827413569,73.88954219405768,0,The Doomscroller
173,19,Female,Undergraduate,Bangladesh,4.8,Instagram,Yes,6.6,5,Single,3,7,Bangladesh,1,5,1.4000000000000004,3,7,0.47297197895678494,65.19229844265064,2,The Social Warrior
174,21,Male,Graduate,India,5.1,Facebook,No,7.4,7,In Relationship,2,6,India,0,3,0.5999999999999996,2,6,-0.5843153282031219,40.91583398180271,1,The Quiet Addict
175,20,Female,Undergraduate,Nepal,5.7,TikTok,Yes,5.6,6,Single,4,8,Nepal,1,4,2.4000000000000004,4,8,0.871722378239448,74.34804053033129,0,The Doomscroller
176,22,Male,Graduate,Pakistan,4.5,Instagram,Yes,6.7,5,In Relationship,3,7,Pakistan,1,5,1.2999999999999998,3,7,0.45300348345869385,64.73380010637703,2,The Social Warrior
177,19,Female,Undergraduate,Sri Lanka,4.9,Facebook,No,7.5,7,Single,2,5,Sri Lanka,0,3,0.5,2,5,-0.770645754980027,36.63748508553621,1,The Quiet Addict
178,21,Male,Graduate,Maldives,5.2,TikTok,Yes,5.5,6,In Relationship,4,8,Maldives,1,4,2.5,4,8,0.8916908737375389,74.80653886660488,0,The Doomscroller
179,20,Female,Undergraduate,Bangladesh,4.7,Instagram,Yes,6.8,5,Single,3,7,Bangladesh,1,5,1.2000000000000002,3,7,0.4330349879606029,64.27530177010344,2,The Social Warrior
180,22,Male,Graduate,India,5.0,Facebook,No,7.6,7,In Relationship,2,6,India,0,3,0.40000000000000036,2,6,-0.6242523191993037,39.99883730925553,1,The Quiet Addict
181,19,Female,Undergraduate,Nepal,5.8,TikTok,Yes,5.4,6,Single,4,8,Nepal,1,4,2.5999999999999996,4,8,0.9116593692356298,75.26503720287847,0,The Doomscroller
182,21,Male,Graduate,Pakistan,4.4,Instagram,Yes,6.9,5,In Relationship,3,7,Pakistan,1,5,1.0999999999999996,3,7,0.41306649246251187,63.81680343382985,2,The Social Warrior
183,20,Female,Undergraduate,Sri Lanka,4.8,Facebook,No,7.7,7,Single,2,5,Sri Lanka,0,3,0.2999999999999998,2,5,-0.8105827459762089,35.72048841298903,1,The Quiet Addict
184,22,Male,Graduate,Maldives,5.1,TikTok,Yes,5.3,6,In Relationship,4,8,Maldives,1,4,2.7,4,8,0.931627864733721,75.72353553915207,0,The Doomscroller
185,19,Female,Undergraduate,Bangladesh,4.6,Instagram,Yes,7.0,5,Single,3,7,Bangladesh,1,5,1.0,3,7,0.39309799696442094,63.358305097556254,2,The Social Warrior
186,21,Male,Graduate,India,4.9,Facebook,No,7.8,7,In Relationship,2,6,India,0,3,0.20000000000000018,2,6,-0.6641893101954858,39.08184063670833,1,The Quiet Addict
187,20,Female,Undergraduate,Nepal,5.9,TikTok,Yes,5.2,6,Single,4,8,Nepal,1,4,2.8,4,8,0.9515963602318118,76.18203387542567,0,The Doomscroller
188,22,Male,Graduate,Pakistan,4.3,Instagram,Yes,7.1,5,In Relationship,3,7,Pakistan,1,5,0.9000000000000004,3,7,0.37312950146633,62.89980676128266,2,The Social Warrior
189,19,Female,Undergraduate,Sri Lanka,4.7,Facebook,No,7.9,7,Single,2,5,Sri Lanka,0,3,0.09999999999999964,2,5,-0.850519736972391,34.803491740441835,1,The Quiet Addict
190,21,Male,Graduate,Maldives,5.0,TikTok,Yes,5.1,6,In Relationship,4,8,Maldives,1,4,2.9000000000000004,4,8,0.9715648557299029,76.64053221169927,0,The Doomscroller
191,20,Female,Undergraduate,Bangladesh,4.5,Instagram,Yes,7.2,5,Single,3,7,Bangladesh,1,5,0.7999999999999998,3,7,0.3531610059682389,62.441308425009055,2,The Social Warrior
192,22,Male,Graduate,India,4.8,Facebook,No,8.0,7,In Relationship,2,6,India,0,3,0.0,2,6,-0.7041263011916677,38.16484396416114,1,The Quiet Addict
193,19,Female,Undergraduate,Nepal,6.0,TikTok,Yes,5.0,6,Single,4,8,Nepal,1,4,3.0,4,8,0.9915333512279938,77.09903054797286,0,The Doomscroller
194,21,Male,Graduate,Pakistan,4.2,Instagram,Yes,7.3,5,In Relationship,3,7,Pakistan,1,5,0.7000000000000002,3,7,0.33319251047014803,61.98281008873546,2,The Social Warrior
195,20,Female,Undergraduate,Sri Lanka,4.6,Facebook,No,8.1,7,Single,2,5,Sri Lanka,0,3,-0.09999999999999964,2,5,-0.8904567279685728,33.88649506789464,1,The Quiet Addict
196,22,Male,Graduate,Maldives,4.9,TikTok,Yes,4.9,6,In Relationship,4,8,Maldives,1,4,3.0999999999999996,4,8,1.0115018467260848,77.55752888424645,0,The Doomscroller
197,19,Female,Undergraduate,Bangladesh,4.4,Instagram,Yes,7.4,5,Single,3,7,Bangladesh,1,5,0.5999999999999996,3,7,0.31322401497205693,61.52431175246187,2,The Social Warrior
198,21,Male,Graduate,India,4.7,Facebook,No,8.2,7,In Relationship,2,6,India,0,3,-0.1999999999999993,2,6,-0.7440632921878496,37.24784729161395,1,The Quiet Addict
199,20,Female,Undergraduate,Nepal,6.1,TikTok,Yes,4.8,6,Single,4,8,Nepal,1,4,3.2,4,8,1.031470342224176,78.01602722052004,0,The Doomscroller
200,22,Male,Graduate,Pakistan,4.1,Instagram,Yes,7.5,5,In Relationship,3,7,Pakistan,1,5,0.5,3,7,0.293255519473966,61.06581341618828,2,The Social Warrior
201,19,Female,Undergraduate,Sri Lanka,4.5,Facebook,No,8.3,7,Single,2,5,Sri Lanka,0,3,-0.3000000000000007,2,5,-0.930393718964755,32.96949839534745,1,The Quiet Addict
202,21,Male,Graduate,Maldives,4.8,TikTok,Yes,4.7,6,In Relationship,4,8,Maldives,1,4,3.3,4,8,1.0514388377222668,78.47452555679365,0,The Doomscroller
203,20,Female,Undergraduate,Bangladesh,4.3,Instagram,Yes,7.6,5,Single,3,7,Bangladesh,1,5,0.40000000000000036,3,7,0.27328702397587507,60.607315079914684,2,The Social Warrior
204,22,Male,Graduate,India,4.6,Facebook,No,8.4,7,In Relationship,2,6,India,0,3,-0.40000000000000036,2,6,-0.7840002831840317,36.33085061906676,1,The Quiet Addict
205,19,Female,Undergraduate,Nepal,6.2,TikTok,Yes,4.6,6,Single,4,8,Nepal,1,4,3.4000000000000004,4,8,1.071407333220358,78.93302389306724,0,The Doomscroller
206,21,Male,Graduate,Pakistan,4.0,Instagram,Yes,7.7,5,In Relationship,3,7,Pakistan,1,5,0.2999999999999998,3,7,0.253318528477784,60.148816743641085,2,The Social Warrior
207,20,Female,Undergraduate,Sri Lanka,4.4,Facebook,No,8.5,7,Single,2,5,Sri Lanka,0,3,-0.5,2,5,-0.9703307099609368,32.05250172280026,1,The Quiet Addict
208,22,Male,Graduate,Maldives,4.7,TikTok,Yes,4.5,6,In Relationship,4,8,Maldives,1,4,3.5,4,8,1.091375828718449,79.39152222934084,0,The Doomscroller
209,19,Female,Undergraduate,Bangladesh,4.2,Instagram,Yes,7.8,5,Single,3,7,Bangladesh,1,5,0.20000000000000018,3,7,0.2333500329796931,59.690318407367485,2,The Social Warrior
210,21,Male,Graduate,India,4.5,Facebook,No,8.6,7,In Relationship,2,6,India,0,3,-0.5999999999999996,2,6,-0.8239372741802136,35.413853946519566,1,The Quiet Addict
211,20,Female,Undergraduate,Nepal,6.3,TikTok,Yes,4.4,6,Single,4,8,Nepal,1,4,3.5999999999999996,4,8,1.1113443242165397,79.85002056561443,0,The Doomscroller
212,22,Male,Graduate,Pakistan,3.9,Instagram,Yes,7.9,5,In Relationship,3,7,Pakistan,1,5,0.09999999999999964,3,7,0.213381537481602,59.231820071093885,2,The Social Warrior
213,19,Female,Undergraduate,Sri Lanka,4.3,Facebook,No,8.7,7,Single,2,5,Sri Lanka,0,3,-0.6999999999999993,2,5,-1.0102677009571186,31.13550505025307,1,The Quiet Addict
214,21,Male,Graduate,Maldives,4.6,TikTok,Yes,4.3,6,In Relationship,4,8,Maldives,1,4,3.7,4,8,1.131312819714631,80.30851890188802,0,The Doomscroller
215,20,Female,Undergraduate,Bangladesh,4.1,Instagram,Yes,8.0,5,Single,3,7,Bangladesh,1,5,0.0,3,7,0.19341304198351109,58.77332173482029,2,The Social Warrior
216,22,Male,Graduate,India,4.4,Facebook,No,8.8,7,In Relationship,2,6,India,0,3,-0.8000000000000007,2,6,-0.8638742651763958,34.49685727397237,1,The Quiet Addict
217,19,Female,Undergraduate,Nepal,6.4,TikTok,Yes,4.2,6,Single,4,8,Nepal,1,4,3.8,4,8,1.1512813152127217,80.76701723816161,0,The Doomscroller
218,21,Male,Graduate,Pakistan,3.8,Instagram,Yes,8.1,5,In Relationship,3,7,Pakistan,1,5,-0.09999999999999964,3,7,0.17344454648542018,58.314823398546714,2,The Social Warrior
219,20,Female,Undergraduate,Sri Lanka,4.2,Facebook,No,8.9,7,Single,2,5,Sri Lanka,0,3,-0.9000000000000004,2,5,-1.0502046919533008,30.21850837770587,1,The Quiet Addict
220,22,Male,Graduate,Maldives,4.5,TikTok,Yes,4.1,6,In Relationship,4,8,Maldives,1,4,3.9000000000000004,4,8,1.171249810710813,81.22551557443522,0,The Doomscroller
221,19,Female,Undergraduate,USA,6.5,Instagram,Yes,6.0,5,Single,4,9,USA,1,5,2.0,4,9,1.1910349604837067,81.6798040938013,0,The Doomscroller
222,21,Male,Graduate,UK,5.8,TikTok,Yes,6.5,6,In Relationship,3,7,UK,1,4,1.5,3,7,0.2601158414970673,60.30489043035274,2,The Social Warrior
223,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.5,8,Single,2,5,Other,0,2,0.5,2,5,-1.0034703879378355,31.291578736964727,1,The Quiet Addict
224,22,Male,Graduate,Germany,4.2,Facebook,No,7.8,7,In Relationship,2,4,Other,0,3,0.20000000000000018,2,4,-0.9969131727531141,31.442139516722523,1,The Quiet Addict
225,19,Female,Undergraduate,Japan,3.8,LINE,No,7.9,8,Single,1,3,Japan,0,2,0.09999999999999964,1,3,-1.6815963784685755,15.721069758361262,3,The Balanced User
226,21,Male,Graduate,Italy,5.5,Instagram,Yes,6.8,6,Single,3,7,Italy,1,4,1.2000000000000002,3,7,0.20021035500279438,58.92939542153196,2,The Social Warrior
227,20,Female,Undergraduate,South Korea,5.2,KakaoTalk,Yes,6.5,6,In Relationship,3,6,Other,1,4,1.5,3,6,0.09375391021825312,56.48503987035984,2,The Social Warrior
228,22,Male,Graduate,Russia,4.8,VKontakte,No,7.2,7,Single,2,5,Russia,0,3,0.7999999999999998,2,5,-0.7107402684857541,38.012980094357005,1,The Quiet Addict
229,19,Female,Undergraduate,USA,7.0,TikTok,Yes,5.8,4,In Relationship,4,9,USA,1,6,2.2,4,9,1.4637965844376974,87.94270711491998,0,The Doomscroller
230,21,Male,Graduate,UK,5.5,Instagram,Yes,6.7,6,Single,3,7,UK,1,4,1.2999999999999998,3,7,0.22017885050088531,59.38789375780556,2,The Social Warrior
231,20,Female,Undergraduate,Australia,4.7,Facebook,No,7.4,7,In Relationship,2,5,Other,0,3,0.5999999999999996,2,5,-0.7506772594819361,37.09598342180981,1,The Quiet Addict
232,22,Male,Graduate,Germany,4.0,Instagram,No,7.9,8,Single,1,4,Other,0,2,0.09999999999999964,1,4,-1.5152344471897612,19.540920318354164,3,The Balanced User
233,19,Female,Undergraduate,Japan,3.5,LINE,No,8.0,8,Single,1,3,Japan,0,2,0.0,1,3,-1.7015648739666664,15.262571422087667,3,The Balanced User
234,21,Male,Graduate,Italy,5.7,TikTok,Yes,6.5,5,In Relationship,3,8,Italy,1,5,1.5,3,8,0.65930240573369,69.47064733891713,2,The Social Warrior
235,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.8,6,Single,3,6,Other,1,4,1.2000000000000002,3,6,0.033848423723980205,55.10954486153905,2,The Social Warrior
236,22,Male,Graduate,Russia,4.5,VKontakte,No,7.4,7,In Relationship,2,5,Russia,0,3,0.5999999999999996,2,5,-0.7506772594819361,37.09598342180981,1,The Quiet Addict
237,19,Female,Undergraduate,USA,6.8,Instagram,Yes,5.9,4,Single,4,9,USA,1,6,2.0999999999999996,4,9,1.4438280889396062,87.48420877864638,0,The Doomscroller
238,21,Male,Graduate,UK,5.6,Facebook,Yes,6.6,6,In Relationship,3,7,UK,1,4,1.4000000000000004,3,7,0.2401473459989764,59.84639209407915,2,The Social Warrior
239,20,Female,Undergraduate,Australia,4.6,Instagram,No,7.3,7,Single,2,5,Other,0,3,0.7000000000000002,2,5,-0.730708763983845,37.554481758083405,1,The Quiet Addict
240,22,Male,Graduate,Germany,4.1,Facebook,No,7.7,8,In Relationship,2,4,Other,0,2,0.2999999999999998,2,4,-1.2097693102128317,26.554731504424627,3,The Balanced User
241,19,Female,Undergraduate,Japan,3.7,LINE,No,7.8,8,Single,1,3,Japan,0,2,0.20000000000000018,1,3,-1.6616278829704845,16.17956809463486,3,The Balanced User
242,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Italy,1,5,1.2999999999999998,3,7,0.45300348345869385,64.73380010637703,2,The Social Warrior
243,20,Female,Undergraduate,South Korea,5.1,KakaoTalk,Yes,6.6,6,In Relationship,3,6,Other,1,4,1.4000000000000004,3,6,0.07378541472016224,56.02654153408625,2,The Social Warrior
244,22,Male,Graduate,Russia,4.7,VKontakte,No,7.3,7,Single,2,5,Russia,0,3,0.7000000000000002,2,5,-0.730708763983845,37.554481758083405,1,The Quiet Addict
245,19,Female,Undergraduate,USA,6.9,TikTok,Yes,5.7,4,In Relationship,4,9,USA,1,6,2.3,4,9,1.4837650799357882,88.40120545119358,0,The Doomscroller
246,21,Male,Graduate,UK,5.7,Instagram,Yes,6.4,6,Single,3,7,UK,1,4,1.5999999999999996,3,7,0.2800843369951582,60.76338876662635,2,The Social Warrior
247,20,Female,Undergraduate,Australia,4.8,Facebook,No,7.2,7,In Relationship,2,5,Other,0,3,0.7999999999999998,2,5,-0.7107402684857541,38.012980094357005,1,The Quiet Addict
248,22,Male,Graduate,Germany,3.9,Instagram,No,7.8,8,Single,1,4,Other,0,2,0.20000000000000018,1,4,-1.4952659516916702,19.999418654627764,3,The Balanced User
249,19,Female,Undergraduate,Japan,3.6,LINE,No,8.1,8,Single,1,3,Japan,0,2,-0.09999999999999964,1,3,-1.7215333694647574,14.804073085814071,3,The Balanced User
250,21,Male,Graduate,Italy,5.6,TikTok,Yes,6.6,5,In Relationship,3,8,Italy,1,5,1.4000000000000004,3,8,0.6393339102355992,69.01214900264354,2,The Social Warrior
251,20,Female,Undergraduate,South Korea,4.9,KakaoTalk,Yes,6.9,6,Single,3,6,Other,1,4,1.0999999999999996,3,6,0.013879928225889121,54.65104652526546,2,The Social Warrior
252,22,Male,Graduate,Russia,4.6,VKontakte,No,7.5,7,In Relationship,2,5,Russia,0,3,0.5,2,5,-0.770645754980027,36.63748508553621,1,The Quiet Addict
253,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.8,4,Single,4,9,USA,1,6,2.2,4,9,1.4637965844376974,87.94270711491998,0,The Doomscroller
254,21,Male,Graduate,UK,5.4,Facebook,Yes,6.5,6,In Relationship,3,7,UK,1,4,1.5,3,7,0.2601158414970673,60.30489043035274,2,The Social Warrior
255,20,Female,Undergraduate,Australia,4.4,Instagram,No,7.4,7,Single,2,5,Other,0,3,0.5999999999999996,2,5,-0.7506772594819361,37.09598342180981,1,The Quiet Addict
256,22,Male,Graduate,Germany,4.0,Facebook,No,7.6,8,In Relationship,2,4,Other,0,2,0.40000000000000036,2,4,-1.1898008147147405,27.013229840698234,3,The Balanced User
257,19,Female,Undergraduate,Japan,3.4,LINE,No,8.2,8,Single,1,3,Japan,0,2,-0.1999999999999993,1,3,-1.7415018649628484,14.345574749540473,3,The Balanced User
258,21,Male,Graduate,Italy,5.3,Instagram,Yes,6.8,5,Single,3,7,Italy,1,5,1.2000000000000002,3,7,0.4330349879606029,64.27530177010344,2,The Social Warrior
259,20,Female,Undergraduate,South Korea,5.0,KakaoTalk,Yes,6.7,6,In Relationship,3,6,Other,1,4,1.2999999999999998,3,6,0.05381691922207114,55.568043197812656,2,The Social Warrior
260,22,Male,Graduate,Russia,4.4,VKontakte,No,7.6,7,Single,2,5,Russia,0,3,0.40000000000000036,2,5,-0.7906142504781178,36.17898674926262,1,The Quiet Addict
261,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.6,4,In Relationship,4,9,USA,1,6,2.4000000000000004,4,9,1.5037335754338794,88.85970378746718,0,The Doomscroller
262,21,Male,Graduate,UK,5.3,Instagram,Yes,6.3,6,Single,3,7,UK,1,4,1.7000000000000002,3,7,0.3000528324932493,61.22188710289994,2,The Social Warrior
263,20,Female,Undergraduate,Australia,4.3,Facebook,No,7.5,7,In Relationship,2,5,Other,0,3,0.5,2,5,-0.770645754980027,36.63748508553621,1,The Quiet Addict
264,22,Male,Graduate,Germany,3.8,Instagram,No,7.7,8,Single,1,4,Other,0,2,0.2999999999999998,1,4,-1.4752974561935792,20.45791699090136,3,The Balanced User
265,19,Female,Undergraduate,Japan,3.3,LINE,No,8.3,8,Single,1,3,Japan,0,2,-0.3000000000000007,1,3,-1.7614703604609396,13.887076413266875,3,The Balanced User
266,21,Male,Graduate,Italy,5.2,TikTok,Yes,6.9,5,In Relationship,3,8,Italy,1,5,1.0999999999999996,3,8,0.5794284237413261,67.63665399382275,2,The Social Warrior
267,20,Female,Undergraduate,South Korea,4.8,KakaoTalk,Yes,7.0,6,Single,3,6,Other,1,4,1.0,3,6,-0.006088567272201784,54.192548188991864,2,The Social Warrior
268,22,Male,Graduate,Russia,4.3,VKontakte,No,7.7,7,In Relationship,2,5,Russia,0,3,0.2999999999999998,2,5,-0.8105827459762089,35.72048841298903,1,The Quiet Addict
269,19,Female,Undergraduate,USA,6.4,Instagram,Yes,5.7,4,Single,4,9,USA,1,6,2.3,4,9,1.4837650799357882,88.40120545119358,0,The Doomscroller
270,21,Male,Graduate,UK,5.2,Facebook,Yes,6.4,6,In Relationship,3,7,UK,1,4,1.5999999999999996,3,7,0.2800843369951582,60.76338876662635,2,The Social Warrior
271,20,Female,Undergraduate,Australia,4.5,Instagram,No,7.3,7,Single,2,5,Other,0,3,0.7000000000000002,2,5,-0.730708763983845,37.554481758083405,1,The Quiet Addict
272,22,Male,Graduate,Germany,3.7,Facebook,No,7.8,8,In Relationship,1,4,Other,0,2,0.20000000000000018,1,4,-1.4952659516916702,19.999418654627764,3,The Balanced User
273,19,Female,Undergraduate,Japan,3.2,LINE,No,8.4,8,Single,1,3,Japan,0,2,-0.40000000000000036,1,3,-1.7814388559590304,13.428578076993283,3,The Balanced User
274,21,Male,Graduate,Italy,5.4,Instagram,Yes,6.7,5,Single,3,7,Italy,1,5,1.2999999999999998,3,7,0.45300348345869385,64.73380010637703,2,The Social Warrior
275,20,Female,Undergraduate,South Korea,4.7,KakaoTalk,Yes,7.1,6,In Relationship,3,6,Other,1,4,0.9000000000000004,3,6,-0.026057062770292697,53.73404985271827,2,The Social Warrior
276,22,Male,Graduate,Russia,4.2,VKontakte,No,7.8,7,Single,2,5,Russia,0,3,0.20000000000000018,2,5,-0.8305512414742999,35.26199007671543,1,The Quiet Addict
277,19,Female,Undergraduate,USA,6.6,TikTok,Yes,5.5,4,In Relationship,4,9,USA,1,6,2.5,4,9,1.5237020709319702,89.31820212374076,0,The Doomscroller
278,21,Male,Graduate,UK,5.1,Instagram,Yes,6.5,6,Single,3,7,UK,1,4,1.5,3,7,0.2601158414970673,60.30489043035274,2,The Social Warrior
279,20,Female,Undergraduate,Australia,4.4,Facebook,No,7.4,7,In Relationship,2,5,Other,0,3,0.5999999999999996,2,5,-0.7506772594819361,37.09598342180981,1,The Quiet Addict
280,22,Male,Graduate,Germany,3.6,Instagram,No,7.9,8,Single,1,4,Other,0,2,0.09999999999999964,1,4,-1.5152344471897612,19.540920318354164,3,The Balanced User
281,19,Female,Undergraduate,Japan,3.1,LINE,No,8.5,8,Single,1,3,Japan,0,2,-0.5,1,3,-1.8014073514571214,12.970079740719687,3,The Balanced User
282,21,Male,Graduate,Italy,5.3,TikTok,Yes,6.8,5,In Relationship,3,8,Italy,1,5,1.2000000000000002,3,8,0.5993969192394171,68.09515233009635,2,The Social Warrior
283,20,Female,Undergraduate,South Korea,4.6,KakaoTalk,Yes,7.2,6,Single,3,6,Other,1,4,0.7999999999999998,3,6,-0.046025558268383795,53.27555151644467,2,The Social Warrior
284,22,Male,Graduate,Russia,4.1,VKontakte,No,7.9,7,In Relationship,2,5,Russia,0,3,0.09999999999999964,2,5,-0.850519736972391,34.803491740441835,1,The Quiet Addict
285,19,Female,Undergraduate,USA,6.7,Instagram,Yes,5.4,4,Single,4,9,USA,1,6,2.5999999999999996,4,9,1.5436705664300612,89.77670046001435,0,The Doomscroller
286,21,Male,Graduate,UK,5.0,Facebook,Yes,6.6,6,In Relationship,3,7,UK,1,4,1.4000000000000004,3,7,0.2401473459989764,59.84639209407915,2,The Social Warrior
287,20,Female,Undergraduate,Australia,4.3,Instagram,No,7.5,7,Single,2,5,Other,0,3,0.5,2,5,-0.770645754980027,36.63748508553621,1,The Quiet Addict
288,22,Male,Graduate,Germany,3.5,Facebook,No,8.0,8,In Relationship,1,4,Other,0,2,0.0,1,4,-1.5352029426878522,19.08242198208057,3,The Balanced User
289,19,Female,Undergraduate,Japan,3.0,LINE,No,8.6,8,Single,1,3,Japan,0,2,-0.5999999999999996,1,3,-1.8213758469552124,12.51158140444609,3,The Balanced User
290,21,Male,Graduate,Italy,5.2,Instagram,Yes,6.9,5,Single,3,7,Italy,1,5,1.0999999999999996,3,7,0.41306649246251187,63.81680343382985,2,The Social Warrior
291,20,Female,Undergraduate,South Korea,4.5,KakaoTalk,Yes,7.3,6,In Relationship,3,6,Other,1,4,0.7000000000000002,3,6,-0.0659940537664747,52.81705318017108,2,The Social Warrior
292,22,Male,Graduate,Russia,4.0,VKontakte,No,8.0,7,Single,2,5,Russia,0,3,0.0,2,5,-0.8704882324704819,34.34499340416824,1,The Quiet Addict
293,19,Female,Undergraduate,USA,6.8,TikTok,Yes,5.3,4,In Relationship,4,9,USA,1,6,2.7,4,9,1.5636390619281522,90.23519879628795,0,The Doomscroller
294,21,Male,Graduate,UK,4.9,Instagram,Yes,6.7,6,Single,3,7,UK,1,4,1.2999999999999998,3,7,0.22017885050088531,59.38789375780556,2,The Social Warrior
295,20,Female,Undergraduate,Australia,4.2,Facebook,No,7.6,7,In Relationship,2,5,Other,0,3,0.40000000000000036,2,5,-0.7906142504781178,36.17898674926262,1,The Quiet Addict
296,22,Male,Graduate,Germany,3.4,Instagram,No,8.1,8,Single,1,4,Other,0,2,-0.09999999999999964,1,4,-1.5551714381859432,18.623923645806975,3,The Balanced User
297,19,Female,Undergraduate,Japan,2.9,LINE,No,8.7,8,Single,1,3,Japan,0,2,-0.6999999999999993,1,3,-1.8413443424533031,12.0530830681725,3,The Balanced User
298,21,Male,Graduate,Italy,5.1,TikTok,Yes,7.0,5,In Relationship,3,8,Italy,1,5,1.0,3,8,0.5594599282432351,67.17815565754915,2,The Social Warrior
299,20,Female,Undergraduate,South Korea,4.4,KakaoTalk,Yes,7.4,6,Single,3,6,Other,1,4,0.5999999999999996,3,6,-0.08596254926456579,52.35855484389747,2,The Social Warrior
